date,temperature_2m_mean
2017-10-11,15.245834
2017-10-12,13.897916
2017-10-13,15.135415
2017-10-14,15.437499
2017-10-15,15.908334
2017-10-16,18.510414
2017-10-17,13.747917
2017-10-18,14.020835
2017-10-19,15.870833
2017-10-20,14.193751
2017-10-21,13.135415
2017-10-22,11.454167
2017-10-23,12.770835
2017-10-24,15.310417
2017-10-25,14.204166
2017-10-26,13.781247
2017-10-27,12.110416
2017-10-28,13.056251
2017-10-29,11.210418
2017-10-30,9.241666
2017-10-31,10.766667
2017-11-01,12.131249
2017-11-02,10.264583
2017-11-03,8.877084
2017-11-04,10.612499
2017-11-05,8.070832
2017-11-06,6.262501
2017-11-07,3.0666666
2017-11-08,4.7166667
2017-11-09,8.214583
2017-11-10,9.554167
2017-11-11,7.502083
2017-11-12,5.7708325
2017-11-13,7.070833
2017-11-14,8.885417
2017-11-15,10.183333
2017-11-16,9.495832
2017-11-17,6.6562495
2017-11-18,7.487499
2017-11-19,7.4291663
2017-11-20,8.1125
2017-11-21,11.599999
2017-11-22,11.722917
2017-11-23,11.470834
2017-11-24,6.7479167
2017-11-25,3.5874996
2017-11-26,5.427084
2017-11-27,7.6249986
2017-11-28,5.9249997
2017-11-29,2.7354167
2017-11-30,1.7729164
2017-12-01,0.325
2017-12-02,-0.6729167
2017-12-03,5.527083
2017-12-04,7.4229164
2017-12-05,7.970833
2017-12-06,8.54375
2017-12-07,6.025
2017-12-08,3.135417
2017-12-09,2.9208333
2017-12-10,0.5541667
2017-12-11,-0.35208336
2017-12-12,1.4999999
2017-12-13,4.0999994
2017-12-14,3.2999995
2017-12-15,1.3583335
2017-12-16,3.5708332
2017-12-17,2.7104168
2017-12-18,6.2145844
2017-12-19,5.5625005
2017-12-20,7.2291675
2017-12-21,8.191667
2017-12-22,7.9916673
2017-12-23,8.620833
2017-12-24,8.64375
2017-12-25,8.016666
2017-12-26,5.554167
2017-12-27,4.9125
2017-12-28,4.241667
2017-12-29,3.05
2017-12-30,8.347917
2017-12-31,10.318751
2018-01-01,6.4708343
2018-01-02,6.1000004
2018-01-03,7.9645824
2018-01-04,7.7291665
2018-01-05,6.547917
2018-01-06,4.629167
2018-01-07,1.0041666
2018-01-08,0.63124996
2018-01-09,2.8374999
2018-01-10,6.714583
2018-01-11,4.2416663
2018-01-12,4.5083337
2018-01-13,4.4479165
2018-01-14,2.3833337
2018-01-15,4.8354163
2018-01-16,4.410417
2018-01-17,4.0104165
2018-01-18,4.493749
2018-01-19,3.3125007
2018-01-20,2.4770834
2018-01-21,3.3666668
2018-01-22,5.739584
2018-01-23,7.589584
2018-01-24,11.285417
2018-01-25,7.00625
2018-01-26,4.8145833
2018-01-27,5.0625
2018-01-28,9.264583
2018-01-29,8.485417
2018-01-30,4.4687495
2018-01-31,6.297916
2018-02-01,3.6687498
2018-02-02,4.254167
2018-02-03,2.275
2018-02-04,1.7312499
2018-02-05,0.87291664
2018-02-06,-2.1958332
2018-02-07,-2.1749997
2018-02-08,0.76458335
2018-02-09,0.89375
2018-02-10,2.0020835
2018-02-11,4.4020834
2018-02-12,2.5562499
2018-02-13,1.9145833
2018-02-14,1.6479167
2018-02-15,4.6958337
2018-02-16,3.5708332
2018-02-17,1.4062499
2018-02-18,1.7770833
2018-02-19,2.7624998
2018-02-20,1.1125
2018-02-21,0.056249976
2018-02-22,0.47708333
2018-02-23,-0.39583325
2018-02-24,-0.9520833
2018-02-25,-2.3833332
2018-02-26,-2.8354168
2018-02-27,-3.4416666
2018-02-28,-5.69375
2018-03-01,-4.8583326
2018-03-02,-3.9895833
2018-03-03,-2.4958332
2018-03-04,3.8895836
2018-03-05,6.3666673
2018-03-06,4.8604164
2018-03-07,4.83125
2018-03-08,4.2791667
2018-03-09,6.5625
2018-03-10,11.15625
2018-03-11,8.468751
2018-03-12,9.527083
2018-03-13,5.735417
2018-03-14,5.3875003
2018-03-15,6.870833
2018-03-16,3.5958328
2018-03-17,-1.6583333
2018-03-18,-1.4583331
2018-03-19,-1.15
2018-03-20,3.5104163
2018-03-21,3.3625
2018-03-22,6.222916
2018-03-23,5.820833
2018-03-24,6.5625005
2018-03-25,5.9625
2018-03-26,4.6999993
2018-03-27,5.441667
2018-03-28,5.485417
2018-03-29,5.7625003
2018-03-30,8.2
2018-03-31,7.1145835
2018-04-01,4.345833
2018-04-02,6.5874996
2018-04-03,11.612499
2018-04-04,9.847917
2018-04-05,5.6000004
2018-04-06,7.6979165
2018-04-07,12.989583
2018-04-08,13.224999
2018-04-09,11.3
2018-04-10,14.268749
2018-04-11,13.195832
2018-04-12,11.689583
2018-04-13,10.443749
2018-04-14,10.472917
2018-04-15,12.402084
2018-04-16,10.739583
2018-04-17,12.75
2018-04-18,15.785415
2018-04-19,18.852083
2018-04-20,15.947917
2018-04-21,13.833335
2018-04-22,16.320835
2018-04-23,11.662499
2018-04-24,11.764585
2018-04-25,10.562501
2018-04-26,9.35625
2018-04-27,9.779166
2018-04-28,10.783333
2018-04-29,9.089583
2018-04-30,9.058333
2018-05-01,7.9062505
2018-05-02,10.181251
2018-05-03,9.204167
2018-05-04,10.589583
2018-05-05,13.445832
2018-05-06,16.102083
2018-05-07,17.491667
2018-05-08,18.664585
2018-05-09,15.689582
2018-05-10,11.597917
2018-05-11,12.541665
2018-05-12,17.020832
2018-05-13,12.531251
2018-05-14,17.610418
2018-05-15,17.718748
2018-05-16,14.141666
2018-05-17,10.83125
2018-05-18,10.16875
2018-05-19,11.679166
2018-05-20,14.9375
2018-05-21,17.83125
2018-05-22,18.066668
2018-05-23,18.064585
2018-05-24,17.991667
2018-05-25,19.227083
2018-05-26,21.135418
2018-05-27,20.027084
2018-05-28,21.831251
2018-05-29,21.954165
2018-05-30,20.358332
2018-05-31,20.37292
2018-06-01,16.285418
2018-06-02,16.141666
2018-06-03,17.589582
2018-06-04,16.93125
2018-06-05,15.697915
2018-06-06,18.445833
2018-06-07,21.168749
2018-06-08,17.747917
2018-06-09,18.683334
2018-06-10,17.268751
2018-06-11,16.485415
2018-06-12,14.758334
2018-06-13,14.389584
2018-06-14,15.070834
2018-06-15,17.49375
2018-06-16,16.300001
2018-06-17,15.127082
2018-06-18,16.295832
2018-06-19,17.710415
2018-06-20,18.552084
2018-06-21,13.71875
2018-06-22,13.052083
2018-06-23,14.252082
2018-06-24,13.947915
2018-06-25,15.964584
2018-06-26,15.116666
2018-06-27,16.725
2018-06-28,19.695833
2018-06-29,18.241667
2018-06-30,20.116667
2018-07-01,20.656252
2018-07-02,19.481249
2018-07-03,18.24375
2018-07-04,18.089582
2018-07-05,17.427084
2018-07-06,18.6875
2018-07-07,17.98125
2018-07-08,17.929167
2018-07-09,17.112501
2018-07-10,16.945833
2018-07-11,17.779167
2018-07-12,18.1125
2018-07-13,17.860415
2018-07-14,18.247917
2018-07-15,20.204166
2018-07-16,22.433332
2018-07-17,19.383335
2018-07-18,19.020834
2018-07-19,19.522917
2018-07-20,19.593748
2018-07-21,20.593748
2018-07-22,19.358334
2018-07-23,21.504168
2018-07-24,23.079165
2018-07-25,24.785418
2018-07-26,26.697916
2018-07-27,29.222921
2018-07-28,20.131247
2018-07-29,20.664583
2018-07-30,22.672918
2018-07-31,19.841667
2018-08-01,19.247917
2018-08-02,20.672916
2018-08-03,22.852083
2018-08-04,21.235416
2018-08-05,20.441668
2018-08-06,22.28125
2018-08-07,25.437498
2018-08-08,19.985418
2018-08-09,17.266665
2018-08-10,15.941667
2018-08-11,15.364583
2018-08-12,19.420834
2018-08-13,18.172918
2018-08-14,18.416666
2018-08-15,19.595833
2018-08-16,18.750002
2018-08-17,17.341665
2018-08-18,18.210417
2018-08-19,18.977083
2018-08-20,19.23125
2018-08-21,19.26875
2018-08-22,19.766666
2018-08-23,18.652082
2018-08-24,15.129167
2018-08-25,13.027083
2018-08-26,13.625
2018-08-27,16.914583
2018-08-28,17.214582
2018-08-29,15.366668
2018-08-30,15.231252
2018-08-31,14.110417
2018-09-01,14.281247
2018-09-02,15.795833
2018-09-03,17.679165
2018-09-04,20.283333
2018-09-05,18.737501
2018-09-06,16.389582
2018-09-07,14.114583
2018-09-08,14.966666
2018-09-09,17.539585
2018-09-10,17.066668
2018-09-11,18.272917
2018-09-12,14.870833
2018-09-13,12.7541685
2018-09-14,13.445834
2018-09-15,14.997916
2018-09-16,15.643749
2018-09-17,17.452082
2018-09-18,18.425001
2018-09-19,18.864586
2018-09-20,19.44792
2018-09-21,15.172917
2018-09-22,12.610416
2018-09-23,10.560417
2018-09-24,11.383335
2018-09-25,10.704166
2018-09-26,12.862499
2018-09-27,14.808335
2018-09-28,12.197917
2018-09-29,9.452083
2018-09-30,10.477083
2018-10-01,10.385417
2018-10-02,12.689583
2018-10-03,13.187499
2018-10-04,14.752083
2018-10-05,13.297916
2018-10-06,13.054168
2018-10-07,10.904166
2018-10-08,11.127083
2018-10-09,12.256249
2018-10-10,14.679165
2018-10-11,17.3875
2018-10-12,18.404165
2018-10-13,20.427082
2018-10-14,18.433334
2018-10-15,16.777082
2018-10-16,16.73125
2018-10-17,14.270832
2018-10-18,12.808333
2018-10-19,9.324999
2018-10-20,9.664584
2018-10-21,11.464583
2018-10-22,11.799999
2018-10-23,13.166667
2018-10-24,14.529166
2018-10-25,12.787501
2018-10-26,10.135417
2018-10-27,7.3520837
2018-10-28,5.108333
2018-10-29,5.152084
2018-10-30,5.8125
2018-10-31,8.314584
2018-11-01,10.05625
2018-11-02,7.9479175
2018-11-03,6.0500007
2018-11-04,5.8874993
2018-11-05,7.960417
2018-11-06,11.927085
2018-11-07,10.995833
2018-11-08,9.41875
2018-11-09,9.258332
2018-11-10,11.274999
2018-11-11,10.664584
2018-11-12,9.866667
2018-11-13,10.018751
2018-11-14,8.525001
2018-11-15,6.8395844
2018-11-16,3.6666667
2018-11-17,3.9812498
2018-11-18,3.260417
2018-11-19,5.0854173
2018-11-20,3.364583
2018-11-21,2.7812498
2018-11-22,2.71875
2018-11-23,2.7583332
2018-11-24,2.2958333
2018-11-25,3.9687498
2018-11-26,4.3208337
2018-11-27,3.6520832
2018-11-28,6.527084
2018-11-29,10.045835
2018-11-30,9.233333
2018-12-01,7.9895835
2018-12-02,11.747917
2018-12-03,10.48125
2018-12-04,5.810417
2018-12-05,5.775
2018-12-06,11.029166
2018-12-07,10.387501
2018-12-08,8.933333
2018-12-09,7.9583325
2018-12-10,6.620834
2018-12-11,5.275
2018-12-12,1.6458334
2018-12-13,1.2520832
2018-12-14,0.31666663
2018-12-15,-0.42083335
2018-12-16,1.93125
2018-12-17,4.5937505
2018-12-18,5.3250003
2018-12-19,6.804167
2018-12-20,6.75625
2018-12-21,9.39375
2018-12-22,8.383334
2018-12-23,7.227083
2018-12-24,4.8458333
2018-12-25,4.208333
2018-12-26,4.7916665
2018-12-27,1.8895835
2018-12-28,4.3125
2018-12-29,8.579166
2018-12-30,8.3875
2018-12-31,8.585417
2019-01-01,7.9395833
2019-01-02,5.864584
2019-01-03,4.8979173
2019-01-04,5.7062497
2019-01-05,7.470833
2019-01-06,5.3958325
2019-01-07,6.7312493
2019-01-08,7.3125
2019-01-09,4.7520833
2019-01-10,3.1979167
2019-01-11,7.441666
2019-01-12,7.272917
2019-01-13,8.608333
2019-01-14,5.3333325
2019-01-15,6.722916
2019-01-16,6.5708337
2019-01-17,3.9125001
2019-01-18,0.8145833
2019-01-19,-1.0999999
2019-01-20,-2.7791665
2019-01-21,-1.33125
2019-01-22,-1.2583333
2019-01-23,-1.1187501
2019-01-24,-1.3645834
2019-01-25,0.31458318
2019-01-26,7.1499996
2019-01-27,5.78125
2019-01-28,4.0312505
2019-01-29,1.4874997
2019-01-30,0.6479167
2019-01-31,-0.07916668
2019-02-01,0.8687501
2019-02-02,1.6187501
2019-02-03,1.6270832
2019-02-04,2.0895834
2019-02-05,4.65625
2019-02-06,5.8500004
2019-02-07,7.814583
2019-02-08,7.829166
2019-02-09,7.952084
2019-02-10,6.2791667
2019-02-11,5.3562503
2019-02-12,5.7520833
2019-02-13,6.316666
2019-02-14,5.066667
2019-02-15,6.1375003
2019-02-16,6.622917
2019-02-17,7.3979163
2019-02-18,7.3249993
2019-02-19,7.0250015
2019-02-20,7.25
2019-02-21,7.8437495
2019-02-22,9.195834
2019-02-23,7.2000003
2019-02-24,5.5916667
2019-02-25,6.689583
2019-02-26,7.7708335
2019-02-27,7.8541656
2019-02-28,7.664582
2019-03-01,6.1854167
2019-03-02,8.0375
2019-03-03,10.666667
2019-03-04,8.125
2019-03-05,6.7250004
2019-03-06,8.831251
2019-03-07,8.541667
2019-03-08,7.183333
2019-03-09,8.068749
2019-03-10,4.9875
2019-03-11,4.964584
2019-03-12,5.8958325
2019-03-13,7.0958333
2019-03-14,7.754166
2019-03-15,9.208333
2019-03-16,9.41875
2019-03-17,6.5395827
2019-03-18,5.3562503
2019-03-19,5.05625
2019-03-20,8.837501
2019-03-21,8.404166
2019-03-22,8.81875
2019-03-23,8.154166
2019-03-24,5.4187503
2019-03-25,7.0208335
2019-03-26,6.55625
2019-03-27,7.35
2019-03-28,8.804168
2019-03-29,8.787499
2019-03-30,9.870832
2019-03-31,7.5625
2019-04-01,6.8916664
2019-04-02,9.075
2019-04-03,6.362499
2019-04-04,6.1979165
2019-04-05,7.014584
2019-04-06,9.75
2019-04-07,13.335418
2019-04-08,12.483334
2019-04-09,8.689584
2019-04-10,5.5645833
2019-04-11,5.745833
2019-04-12,4.9625006
2019-04-13,3.4249995
2019-04-14,4.8520837
2019-04-15,9.535416
2019-04-16,10.906249
2019-04-17,12.243752
2019-04-18,14.731251
2019-04-19,15.337499
2019-04-20,15.243751
2019-04-21,13.804166
2019-04-22,16.325
2019-04-23,15.602082
2019-04-24,16.68125
2019-04-25,12.304165
2019-04-26,11.441667
2019-04-27,9.908334
2019-04-28,9.014584
2019-04-29,9.8625
2019-04-30,10.556251
2019-05-01,8.89375
2019-05-02,9.758333
2019-05-03,7.7312493
2019-05-04,6.7979164
2019-05-05,7.0937495
2019-05-06,7.614584
2019-05-07,8.310416
2019-05-08,9.297917
2019-05-09,11.391667
2019-05-10,9.647916
2019-05-11,9.28125
2019-05-12,8.879168
2019-05-13,8.925
2019-05-14,10.131249
2019-05-15,11.316667
2019-05-16,11.454167
2019-05-17,12.377084
2019-05-18,13.885417
2019-05-19,14.670834
2019-05-20,13.360416
2019-05-21,11.895832
2019-05-22,12.8791685
2019-05-23,14.212501
2019-05-24,13.489583
2019-05-25,12.354167
2019-05-26,15.170834
2019-05-27,13.631249
2019-05-28,11.439583
2019-05-29,12.4375
2019-05-30,16.002083
2019-05-31,16.052082
2019-06-01,18.052082
2019-06-02,21.889582
2019-06-03,15.831252
2019-06-04,17.25625
2019-06-05,15.243751
2019-06-06,14.214584
2019-06-07,15.272916
2019-06-08,13.804168
2019-06-09,14.8875
2019-06-10,16.558332
2019-06-11,14.827084
2019-06-12,13.989583
2019-06-13,14.089585
2019-06-14,16.025
2019-06-15,15.508335
2019-06-16,16.387499
2019-06-17,17.972918
2019-06-18,19.19167
2019-06-19,19.445833
2019-06-20,15.962501
2019-06-21,15.037501
2019-06-22,15.7458315
2019-06-23,21.324999
2019-06-24,24.687502
2019-06-25,24.783333
2019-06-26,18.860415
2019-06-27,16.068748
2019-06-28,17.354166
2019-06-29,22.352083
2019-06-30,19.656248
2019-07-01,17.372915
2019-07-02,16.160418
2019-07-03,14.835418
2019-07-04,15.608334
2019-07-05,17.179167
2019-07-06,15.483333
2019-07-07,14.275001
2019-07-08,13.854165
2019-07-09,14.600001
2019-07-10,15.249999
2019-07-11,17.572916
2019-07-12,16.772917
2019-07-13,16.524998
2019-07-14,15.822919
2019-07-15,15.099999
2019-07-16,15.320832
2019-07-17,17.449999
2019-07-18,18.512503
2019-07-19,18.912498
2019-07-20,19.456251
2019-07-21,18.202084
2019-07-22,19.529167
2019-07-23,22.845835
2019-07-24,25.277084
2019-07-25,26.89167
2019-07-26,27.168749
2019-07-27,23.05625
2019-07-28,20.1875
2019-07-29,19.472918
2019-07-30,21.42708
2019-07-31,17.766666
2019-08-01,18.012499
2019-08-02,17.925001
2019-08-03,17.599997
2019-08-04,19.093752
2019-08-05,19.593748
2019-08-06,18.852081
2019-08-07,18.616667
2019-08-08,18.562498
2019-08-09,19.379168
2019-08-10,19.447918
2019-08-11,18.152082
2019-08-12,16.329168
2019-08-13,14.414582
2019-08-14,15.633335
2019-08-15,17.34583
2019-08-16,17.262499
2019-08-17,18.158333
2019-08-18,16.664583
2019-08-19,16.835417
2019-08-20,15.435417
2019-08-21,16.293749
2019-08-22,16.054167
2019-08-23,18.429165
2019-08-24,20.591665
2019-08-25,21.633333
2019-08-26,22.647919
2019-08-27,24.418753
2019-08-28,21.349998
2019-08-29,18.210417
2019-08-30,16.735416
2019-08-31,19.477081
2019-09-01,16.11875
2019-09-02,15.624997
2019-09-03,16.989584
2019-09-04,15.464583
2019-09-05,13.608334
2019-09-06,13.877083
2019-09-07,13.852082
2019-09-08,13.325001
2019-09-09,12.852084
2019-09-10,13.65625
2019-09-11,15.268749
2019-09-12,17.166666
2019-09-13,16.999998
2019-09-14,13.893749
2019-09-15,15.760418
2019-09-16,13.968751
2019-09-17,13.333332
2019-09-18,11.987499
2019-09-19,12.425
2019-09-20,12.039582
2019-09-21,15.318749
2019-09-22,17.935415
2019-09-23,15.749999
2019-09-24,15.916668
2019-09-25,15.529166
2019-09-26,15.922917
2019-09-27,15.052083
2019-09-28,15.189583
2019-09-29,14.952084
2019-09-30,14.168752
2019-10-01,14.958336
2019-10-02,11.070832
2019-10-03,11.5
2019-10-04,10.341667
2019-10-05,9.658333
2019-10-06,9.181251
2019-10-07,9.547917
2019-10-08,14.108334
2019-10-09,11.352084
2019-10-10,12.422917
2019-10-11,14.537499
2019-10-12,12.529166
2019-10-13,15.802083
2019-10-14,14.2229185
2019-10-15,14.645835
2019-10-16,13.235417
2019-10-17,13.027083
2019-10-18,12.404164
2019-10-19,11.958333
2019-10-20,11.345834
2019-10-21,11.897918
2019-10-22,10.797917
2019-10-23,10.560416
2019-10-24,14.229168
2019-10-25,13.479168
2019-10-26,16.150002
2019-10-27,10.518749
2019-10-28,8.341666
2019-10-29,6.9895835
2019-10-30,5.3
2019-10-31,3.8250005
2019-11-01,7.502083
2019-11-02,12.71875
2019-11-03,10.16875
2019-11-04,9.53125
2019-11-05,8.631249
2019-11-06,8.091667
2019-11-07,6.860417
2019-11-08,5.685417
2019-11-09,6.529167
2019-11-10,3.029167
2019-11-11,4.9562507
2019-11-12,5.158333
2019-11-13,6.4791665
2019-11-14,5.072917
2019-11-15,3.7958333
2019-11-16,3.8520834
2019-11-17,4.0229163
2019-11-18,6.458334
2019-11-19,5.764583
2019-11-20,1.8104168
2019-11-21,2.4791667
2019-11-22,5.4270825
2019-11-23,5.8104177
2019-11-24,5.46875
2019-11-25,7.191666
2019-11-26,9.554166
2019-11-27,9.816666
2019-11-28,9.254167
2019-11-29,5.914583
2019-11-30,2.6416664
2019-12-01,0.8999999
2019-12-02,4.6833334
2019-12-03,5.441666
2019-12-04,2.0395834
2019-12-05,3.2562501
2019-12-06,8.458333
2019-12-07,8.662499
2019-12-08,9.087502
2019-12-09,6.806249
2019-12-10,5.508333
2019-12-11,6.377083
2019-12-12,4.3958335
2019-12-13,4.9583335
2019-12-14,5.9979157
2019-12-15,7.1020827
2019-12-16,6.691666
2019-12-17,9.022917
2019-12-18,6.277083
2019-12-19,10.787499
2019-12-20,10.337501
2019-12-21,7.4583335
2019-12-22,7.708332
2019-12-23,7.4791665
2019-12-24,7.5291667
2019-12-25,6.4624996
2019-12-26,4.7479157
2019-12-27,3.2708333
2019-12-28,0.69166666
2019-12-29,1.2708334
2019-12-30,5.1041665
2019-12-31,4.9958334
2020-01-01,1.4479166
2020-01-02,3.966667
2020-01-03,7.9395833
2020-01-04,7.1104164
2020-01-05,6.691666
2020-01-06,5.78125
2020-01-07,6.954167
2020-01-08,10.185418
2020-01-09,11.258334
2020-01-10,6.8958325
2020-01-11,5.441667
2020-01-12,7.4895825
2020-01-13,7.0437503
2020-01-14,10.4375
2020-01-15,9.749999
2020-01-16,7.0729175
2020-01-17,8.339584
2020-01-18,5.3312507
2020-01-19,4.960417
2020-01-20,3.708333
2020-01-21,3.0791664
2020-01-22,6.160417
2020-01-23,5.0625005
2020-01-24,3.35625
2020-01-25,2.252083
2020-01-26,4.7729163
2020-01-27,7.783333
2020-01-28,5.0208335
2020-01-29,5.75
2020-01-30,8.939584
2020-01-31,9.995833
2020-02-01,10.185416
2020-02-02,8.447917
2020-02-03,8.841667
2020-02-04,5.285416
2020-02-05,4.4333334
2020-02-06,5.2458334
2020-02-07,3.9604168
2020-02-08,6.5895824
2020-02-09,9.085417
2020-02-10,7.1583333
2020-02-11,5.4604173
2020-02-12,5.1583333
2020-02-13,5.09375
2020-02-14,7.191667
2020-02-15,10.28125
2020-02-16,11.714583
2020-02-17,7.9166665
2020-02-18,7.2791667
2020-02-19,6.102083
2020-02-20,7.8562493
2020-02-21,7.245834
2020-02-22,9.604166
2020-02-23,8.500001
2020-02-24,7.266666
2020-02-25,6.2749996
2020-02-26,4.091666
2020-02-27,2.7145834
2020-02-28,4.8999996
2020-02-29,8.479165
2020-03-01,6.181249
2020-03-02,5.025
2020-03-03,4.610417
2020-03-04,5.714583
2020-03-05,5.5395827
2020-03-06,5.5958333
2020-03-07,6.497917
2020-03-08,8.618751
2020-03-09,7.2770844
2020-03-10,10.018749
2020-03-11,10.208334
2020-03-12,7.991667
2020-03-13,5.979166
2020-03-14,5.954167
2020-03-15,9.520832
2020-03-16,7.504167
2020-03-17,7.69375
2020-03-18,9.8
2020-03-19,7.881252
2020-03-20,6.366667
2020-03-21,4.529166
2020-03-22,3.939583
2020-03-23,3.9249995
2020-03-24,4.8125
2020-03-25,5.00625
2020-03-26,5.4041667
2020-03-27,7.2833333
2020-03-28,6.9687495
2020-03-29,4.1625
2020-03-30,4.275
2020-03-31,3.5041664
2020-04-01,3.333333
2020-04-02,6.420833
2020-04-03,5.7687507
2020-04-04,7.645834
2020-04-05,11.320834
2020-04-06,12.987502
2020-04-07,11.820832
2020-04-08,13.462501
2020-04-09,12.497916
2020-04-10,9.860415
2020-04-11,11.529167
2020-04-12,12.335418
2020-04-13,7.1729164
2020-04-14,6.2520833
2020-04-15,7.454167
2020-04-16,11.145833
2020-04-17,9.254167
2020-04-18,10.808333
2020-04-19,11.510415
2020-04-20,11.602082
2020-04-21,13.158332
2020-04-22,14.389584
2020-04-23,14.839584
2020-04-24,11.710418
2020-04-25,9.425
2020-04-26,8.564582
2020-04-27,11.256251
2020-04-28,8.845833
2020-04-29,11.027083
2020-04-30,11.208333
2020-05-01,9.527083
2020-05-02,9.720834
2020-05-03,10.662499
2020-05-04,10.466666
2020-05-05,8.875001
2020-05-06,9.752084
2020-05-07,11.170833
2020-05-08,14.435417
2020-05-09,16.27083
2020-05-10,12.268748
2020-05-11,8.181251
2020-05-12,7.8812504
2020-05-13,7.5687504
2020-05-14,7.1895833
2020-05-15,8.310416
2020-05-16,10.358333
2020-05-17,12.031251
2020-05-18,13.556251
2020-05-19,14.508331
2020-05-20,16.025
2020-05-21,18.90833
2020-05-22,17.406248
2020-05-23,14.4749975
2020-05-24,13.524999
2020-05-25,15.018749
2020-05-26,15.216667
2020-05-27,15.112499
2020-05-28,13.733335
2020-05-29,14.537499
2020-05-30,17.110415
2020-05-31,16.99375
2020-06-01,17.758333
2020-06-02,18.775
2020-06-03,15.891666
2020-06-04,12.624999
2020-06-05,9.977083
2020-06-06,11.347917
2020-06-07,12.185416
2020-06-08,13.506251
2020-06-09,12.622916
2020-06-10,13.604165
2020-06-11,15.629165
2020-06-12,19.85
2020-06-13,19.616667
2020-06-14,17.895834
2020-06-15,17.666666
2020-06-16,17.575
2020-06-17,18.797918
2020-06-18,17.604168
2020-06-19,16.35625
2020-06-20,16.652084
2020-06-21,17.339582
2020-06-22,16.860415
2020-06-23,18.658335
2020-06-24,22.520836
2020-06-25,23.512503
2020-06-26,23.835417
2020-06-27,19.483332
2020-06-28,16.908333
2020-06-29,16.0625
2020-06-30,15.989583
2020-07-01,17.527082
2020-07-02,16.6875
2020-07-03,16.55625
2020-07-04,16.845835
2020-07-05,17.702082
2020-07-06,14.797917
2020-07-07,14.218749
2020-07-08,14.493749
2020-07-09,16.404167
2020-07-10,14.379165
2020-07-11,13.914584
2020-07-12,14.737502
2020-07-13,16.539583
2020-07-14,15.458335
2020-07-15,15.695834
2020-07-16,16.13125
2020-07-17,17.852083
2020-07-18,18.666666
2020-07-19,17.139584
2020-07-20,15.216667
2020-07-21,14.506251
2020-07-22,14.835416
2020-07-23,17.308332
2020-07-24,17.691666
2020-07-25,17.997915
2020-07-26,17.733332
2020-07-27,17.895832
2020-07-28,17.114586
2020-07-29,15.997916
2020-07-30,18.216665
2020-07-31,22.831253
2020-08-01,20.833334
2020-08-02,17.072916
2020-08-03,14.760414
2020-08-04,16.304167
2020-08-05,19.981249
2020-08-06,21.441666
2020-08-07,24.808332
2020-08-08,25.327082
2020-08-09,25.25208
2020-08-10,25.387499
2020-08-11,26.572916
2020-08-12,25.908333
2020-08-13,24.429169
2020-08-14,21.872917
2020-08-15,21.82292
2020-08-16,22.502083
2020-08-17,19.162498
2020-08-18,18.052084
2020-08-19,20.391668
2020-08-20,22.0625
2020-08-21,22.799997
2020-08-22,18.5875
2020-08-23,17.375
2020-08-24,16.472918
2020-08-25,16.362501
2020-08-26,16.520834
2020-08-27,15.464584
2020-08-28,15.970833
2020-08-29,15.216666
2020-08-30,15.712502
2020-08-31,13.716666
2020-09-01,13.431251
2020-09-02,14.647918
2020-09-03,16.185417
2020-09-04,17.089582
2020-09-05,14.883334
2020-09-06,13.841666
2020-09-07,15.087502
2020-09-08,17.904167
2020-09-09,16.983332
2020-09-10,14.620834
2020-09-11,14.077084
2020-09-12,15.277085
2020-09-13,16.629168
2020-09-14,18.858332
2020-09-15,21.356253
2020-09-16,18.133333
2020-09-17,14.731251
2020-09-18,14.112499
2020-09-19,15.066667
2020-09-20,14.816667
2020-09-21,14.856251
2020-09-22,14.23125
2020-09-23,16.383333
2020-09-24,13.858333
2020-09-25,10.704167
2020-09-26,12.031249
2020-09-27,14.543751
2020-09-28,15.445831
2020-09-29,15.700001
2020-09-30,14.912499
2020-10-01,13.400001
2020-10-02,12.933334
2020-10-03,12.743752
2020-10-04,11.26875
2020-10-05,11.606251
2020-10-06,12.631251
2020-10-07,12.525001
2020-10-08,13.570834
2020-10-09,11.145833
2020-10-10,9.08125
2020-10-11,9.643749
2020-10-12,10.325
2020-10-13,10.243751
2020-10-14,9.608335
2020-10-15,9.25
2020-10-16,8.585416
2020-10-17,8.7625
2020-10-18,9.125
2020-10-19,9.610416
2020-10-20,11.541668
2020-10-21,14.920834
2020-10-22,13.779167
2020-10-23,12.383332
2020-10-24,13.272915
2020-10-25,11.962498
2020-10-26,9.529166
2020-10-27,9.650001
2020-10-28,10.147916
2020-10-29,10.900002
2020-10-30,14.493752
2020-10-31,13.647919
2020-11-01,13.783333
2020-11-02,15.814583
2020-11-03,9.710417
2020-11-04,8.2625
2020-11-05,7.216667
2020-11-06,7.929167
2020-11-07,6.964583
2020-11-08,8.345834
2020-11-09,11.129167
2020-11-10,10.760417
2020-11-11,10.454167
2020-11-12,10.312501
2020-11-13,9.483333
2020-11-14,11.362499
2020-11-15,12.320834
2020-11-16,10.727082
2020-11-17,12.529167
2020-11-18,12.183333
2020-11-19,8.747916
2020-11-20,6.3770833
2020-11-21,10.395834
2020-11-22,9.660417
2020-11-23,7.21875
2020-11-24,7.2125
2020-11-25,7.0791664
2020-11-26,8.729167
2020-11-27,6.0125003
2020-11-28,4.706249
2020-11-29,1.8041667
