,contractSymbol,lastTradeDate,strike,Last,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
160,SPXW250403P05970000,2025-04-03 13:58:30+00:00,5970.0,505.6,507.2,523.5,184.81,57.610897,5.0,22,1.0000000000000003e-05,True,REGULAR,USD
161,SPXW250403P05975000,2025-04-03 14:03:23+00:00,5975.0,512.7,518.8,528.5,163.06,46.63654,10.0,24,1.0000000000000003e-05,True,REGULAR,USD
162,SPXW250403P05980000,2025-04-03 14:04:19+00:00,5980.0,524.1,518.4,534.2,191.49997,57.576656,4.0,31,1.0000000000000003e-05,True,REGULAR,USD
163,SPXW250403P05990000,2025-04-03 16:41:54+00:00,5990.0,515.32,536.4,537.1,197.9,62.346416,34.0,46,1.0000000000000003e-05,True,REGULAR,USD
164,SPXW250403P06000000,2025-04-03 17:15:14+00:00,6000.0,543.8,537.6,553.5,210.01999,62.92168,61.0,51,1.0000000000000003e-05,True,REGULAR,USD
165,SPXW250403P06020000,2025-04-02 18:50:59+00:00,6020.0,367.86,566.5,567.2,0.0,0.0,3.0,12,1.0000000000000003e-05,True,REGULAR,USD
166,SPXW250403P06025000,2025-04-02 18:50:59+00:00,6025.0,372.2,568.0,578.5,0.0,0.0,3.0,4,1.0000000000000003e-05,True,REGULAR,USD
167,SPXW250403P06040000,2025-04-03 13:47:31+00:00,6040.0,562.3,580.5,596.6,162.79999,40.750935,3.0,4,1.0000000000000003e-05,True,REGULAR,USD
168,SPXW250403P06050000,2025-04-03 15:58:47+00:00,6050.0,586.3,594.3,595.3,207.22,54.663925,6.0,10,1.0000000000000003e-05,True,REGULAR,USD
169,SPXW250403P06075000,2025-04-03 13:36:16+00:00,6075.0,586.38,620.1,628.5,144.06,32.56918,1.0,34,1.0000000000000003e-05,True,REGULAR,USD
170,SPXW250403P06100000,2025-04-03 03:02:34+00:00,6100.0,676.42,645.1,650.9,263.33,63.746395,6.0,32,1.0000000000000003e-05,True,REGULAR,USD
171,SPXW250403P06125000,2025-04-03 15:48:39+00:00,6125.0,674.22,669.0,669.9,201.12997,42.514107,3.0,4,1.0000000000000003e-05,True,REGULAR,USD
172,SPXW250403P06150000,2025-04-03 16:48:29+00:00,6150.0,684.2,695.1,703.5,203.73001,42.402237,25.0,60,1.0000000000000003e-05,True,REGULAR,USD
173,SPXW250403P06300000,2025-04-03 13:36:16+00:00,6300.0,807.12,838.4,856.2,163.40002,25.38371,1.0,2,1.0000000000000003e-05,True,REGULAR,USD
174,SPXW250403P06500000,2025-03-04 14:59:33+00:00,6500.0,703.42,1036.3,1046.3,0.0,0.0,,3,1.0000000000000003e-05,True,REGULAR,USD
