date,D_days,tau,n_strikes,alpha,rho,nu,vol_rmse
2023-02-03,31,0.08493150684931507,100,0.15053763337861928,-0.4167922673935579,2.2240764965898006,0.0037079532196541733
2023-02-03,35,0.0958904109589041,95,0.1570597971673004,-0.4493634480638634,2.1846384242877397,0.0038929306010608658
2023-02-03,38,0.10410958904109589,48,0.15367288504032428,-0.47561029565236124,2.0893465874352226,0.0025775344409297725
2023-02-03,42,0.11506849315068493,592,0.15317320039568588,-0.3603434320172604,2.261950691556119,0.016525390833051566
2023-02-03,49,0.13424657534246576,70,0.16877918194094038,-0.5605469108905311,1.8613481338510558,0.0021265114947519983
2023-02-03,56,0.15342465753424658,330,0.16502027317295234,-0.5322900517402257,1.8606328246952,0.005640190323790286
2023-02-03,77,0.21095890410958903,528,0.16191147639489117,-0.5944789160705686,1.8532638071860985,0.004888150738654663
2023-02-03,84,0.23013698630136986,280,0.1619649753987041,-0.6013793593181496,1.8256532032812356,0.005274404383069364
2023-02-03,105,0.2876712328767123,488,0.16531333092629227,-0.6272538719979355,1.5921939682886264,0.004230283540271338
2023-02-03,117,0.32054794520547947,147,0.16579890734943678,-0.6518901819140683,1.4250671795993293,0.0014312963738772298
2023-02-03,133,0.3643835616438356,455,0.1683950497167647,-0.6612941511066556,1.4117461483890892,0.0038462207294706714
2023-02-03,147,0.40273972602739727,305,0.16651960487044493,-0.649575262542727,1.4140301689749692,0.004610101726368033
2023-02-03,168,0.4602739726027397,194,0.16746923974766242,-0.6940914635240468,1.3937701951483523,0.006789664507125971
2023-02-03,178,0.4876712328767123,125,0.16739272399243926,-0.6607632013544937,1.3504065921479476,0.005130121421838969
2023-02-03,196,0.536986301369863,120,0.1708087127974369,-0.702553572014477,1.217211133279572,0.0037229499113589685
2023-02-06,1,0.0027397260273972603,77,0.26130071449978387,0.9989999998798998,4.999999999924358,0.1484596143644116
2023-02-06,2,0.005479452054794521,73,0.20156844029900062,0.49040065099071967,4.999999999999998,0.054315119068027495
2023-02-06,3,0.00821917808219178,157,0.2861703471039381,-0.7569650276542113,4.999999999999999,0.2024524487411095
2023-02-06,4,0.010958904109589041,81,0.190212741955371,0.31967686120123606,4.999999999999999,0.04699114160122369
2023-02-06,7,0.019178082191780823,85,0.1402754423385684,-0.011218193166145625,4.680722524529296,0.020517092486982774
2023-02-06,8,0.021917808219178082,104,0.17501018889078634,-0.05321677681475647,3.9860185819684495,0.022109665966513807
2023-02-06,9,0.024657534246575342,100,0.18166053711496813,-0.045933569876528156,2.787770498964007,0.015962972076688363
2023-02-06,10,0.0273972602739726,122,0.1799072003656085,-0.13357176608225005,3.405545851310283,0.017835948280996373
2023-02-06,11,0.030136986301369864,422,0.14890063319251465,-0.131223898417091,4.999999999999999,0.042567206557804986
2023-02-06,15,0.0410958904109589,104,0.16085227809483352,-0.17918448915209276,2.9002229311044885,0.013308475582409694
2023-02-06,16,0.043835616438356165,105,0.16665161703607326,-0.27666633563337917,2.3527718816526964,0.008237069993385625
2023-02-06,17,0.04657534246575343,102,0.16458881990587046,-0.296666884601602,2.887522102172978,0.009908791959848397
2023-02-06,18,0.049315068493150684,153,0.16664360598971542,-0.29079169817862094,2.388352110640533,0.014156155846151399
2023-02-06,21,0.057534246575342465,109,0.1591275048451321,-0.32152944181288473,2.3705821537035803,0.00798140745008791
2023-02-06,22,0.06027397260273973,191,0.15626175900118602,-0.2873019589363013,2.123220912472281,0.015258830775684776
2023-02-06,23,0.06301369863013699,91,0.16238231459203104,-0.3757576682064436,2.05740231903976,0.008984098384866973
2023-02-06,24,0.06575342465753424,90,0.1624254578164239,-0.3180831306126389,2.2116351236843887,0.013683151807478375
2023-02-06,25,0.0684931506849315,153,0.1649148942917772,-0.4274523523682297,2.0107900565925507,0.00906448027516477
2023-02-06,28,0.07671232876712329,111,0.158620292448119,-0.403712239860004,2.1263091590804426,0.006488129217879912
2023-02-06,29,0.07945205479452055,54,0.1579946176386747,-0.2938457193718374,1.945327303691303,0.012873955385996162
2023-02-06,32,0.08767123287671233,101,0.1670339036518434,-0.42834655145373346,1.9709565693391264,0.012768914626032184
2023-02-06,35,0.0958904109589041,54,0.1645492130522933,-0.40950666890054205,1.7502052976732496,0.00917737579863059
2023-02-06,39,0.10684931506849316,600,0.1581020176594911,-0.32938719846746906,2.2645376146114105,0.021565267631985897
2023-02-06,46,0.12602739726027398,71,0.17901319506262955,-0.5597568745994999,1.738002264523227,0.005227393604826533
2023-02-06,53,0.14520547945205478,346,0.1721738385281876,-0.5361230344317498,1.8145354174394965,0.009884586807408498
2023-02-06,74,0.20273972602739726,548,0.17068668406437829,-0.5818321325756559,1.729984819653505,0.010856037643400143
2023-02-06,81,0.2219178082191781,285,0.17138712076143484,-0.6442501751614166,1.6897833694699644,0.0038193512123100436
2023-02-06,102,0.27945205479452057,505,0.17227937992686287,-0.6185362597812384,1.5076843296171747,0.007223271711053275
2023-02-06,114,0.31232876712328766,160,0.17288363018543063,-0.6823844015484504,1.3463892147404821,0.0049391172246996155
2023-02-06,130,0.3561643835616438,471,0.1747509709042418,-0.6604300302538607,1.3315142172965053,0.006042327415846737
2023-02-06,144,0.39452054794520547,320,0.17460134414097353,-0.6940913797234893,1.3267270976083305,0.005212859053206811
2023-02-06,165,0.4520547945205479,204,0.17515217931304,-0.7063916497926235,1.3098995041549069,0.005820276660889426
2023-02-06,175,0.4794520547945205,127,0.16991174520571775,-0.6510778325587733,1.4029101251619505,0.007266486393419951
2023-02-06,193,0.5287671232876713,122,0.17604416375351342,-0.7124154556475677,1.190669063310029,0.004652136230002354
2023-02-07,1,0.0027397260273972603,130,0.5075481259735212,-0.9360618821076349,4.999999999814602,0.3287121670949867
2023-02-07,2,0.005479452054794521,155,0.47146471015528224,-0.9371910858803418,4.999999985818089,0.33170557041422055
2023-02-07,3,0.00821917808219178,181,0.375020436948306,-0.8614861828003421,4.999999999999707,0.1800124224393788
2023-02-07,6,0.01643835616438356,107,0.17226528824382106,-0.48754601341503195,4.999999999999999,0.03227856154012054
2023-02-07,7,0.019178082191780823,113,0.1909107245433076,-0.3807326751505615,4.999999999999999,0.018168108991244408
2023-02-07,8,0.021917808219178082,111,0.1805336931189331,-0.39086581745848503,4.772557828822809,0.009132655274163886
2023-02-07,9,0.024657534246575342,128,0.18403277335230553,-0.46060732583901554,4.999999999999999,0.01518290386673522
2023-02-07,10,0.0273972602739726,459,0.18324081294441452,-0.2556322790238245,4.999999999999999,0.04649416591518348
2023-02-07,14,0.038356164383561646,106,0.15807706162454538,-0.36827895729590693,3.8022004078855156,0.0076389925392621105
2023-02-07,15,0.0410958904109589,107,0.1607498959285307,-0.4338274852516539,3.5545456571870218,0.00629942892699112
2023-02-07,16,0.043835616438356165,107,0.15676874123896145,-0.4775834972718992,4.1981510787211285,0.013747280777500986
2023-02-07,17,0.04657534246575343,166,0.15614475750710008,-0.49588704825394103,4.114439115870263,0.011722824147626938
2023-02-07,20,0.0547945205479452,111,0.15341896693627532,-0.450585543860491,3.218602162263333,0.006314013086462443
2023-02-07,21,0.057534246575342465,202,0.15210804221145657,-0.5128367611956424,3.2784062584249956,0.007468438380113359
2023-02-07,22,0.06027397260273973,93,0.15533230018673946,-0.47970934735891635,3.0739188226066996,0.006007394086130697
2023-02-07,23,0.06301369863013699,93,0.15460878307440803,-0.5085013762119641,3.339222242370857,0.009740555559551865
2023-02-07,24,0.06575342465753424,156,0.1559795678419699,-0.514399076267941,3.2179111497980575,0.007119093849406581
2023-02-07,27,0.07397260273972603,113,0.15163108776343914,-0.4893513082590193,2.8635410991295056,0.005792328072331248
2023-02-07,28,0.07671232876712329,56,0.15234579301312237,-0.5421224347321687,2.9946936429675532,0.00726189426117371
2023-02-07,29,0.07945205479452055,49,0.15411467328560205,-0.5506583182913944,2.8111108554263797,0.004754283524933196
2023-02-07,31,0.08493150684931507,137,0.1580893923597206,-0.5214946647002277,2.854173828019314,0.006869103506269619
2023-02-07,34,0.09315068493150686,55,0.15484743792943917,-0.5628119354928792,2.642613556048788,0.005200104004690911
2023-02-07,38,0.10410958904109589,632,0.15577246233548667,-0.5227057573646005,2.83250357116746,0.013061606201434324
2023-02-07,45,0.1232876712328767,89,0.16768745124409448,-0.5911478703208778,2.444945407384014,0.007067850394746035
2023-02-07,52,0.14246575342465753,352,0.16408823580541942,-0.6150710014373487,2.3837912720942422,0.00884443400108702
2023-02-07,73,0.2,572,0.15578650753111203,-0.6551820378301374,2.370871257608278,0.018962680005238656
2023-02-07,80,0.2191780821917808,291,0.14099929703423328,-0.4903639974303689,2.593929530716698,0.024059255781671444
2023-02-07,101,0.27671232876712326,519,0.16376889113014884,-0.6692053189240947,1.8607145400455822,0.010597494828728297
2023-02-07,113,0.3095890410958904,161,0.15971672657954697,-0.6189161778265887,1.7856932035464264,0.009288879549096768
2023-02-07,129,0.35342465753424657,480,0.16450608207431525,-0.6908885040842537,1.6957985061130276,0.01247698411577957
2023-02-07,143,0.3917808219178082,322,0.15278070252388837,-0.5257374339778285,1.8205198646307146,0.016087377204383753
2023-02-07,164,0.44931506849315067,208,0.1378497385207266,-0.5686902332242415,2.0171326602278943,0.03769931920292404
2023-02-07,174,0.4767123287671233,127,0.15846486075459237,-0.5881106254614317,1.6433905191333886,0.012374552870102444
2023-02-07,192,0.5260273972602739,127,0.13650810199871136,-0.6183049144646955,1.7971979777889895,0.035591820386723844
2023-02-08,1,0.0027397260273972603,153,0.5602061537294037,-0.8862116929148764,4.999999999938491,0.40296570019131195
2023-02-08,2,0.005479452054794521,197,0.48777103621571466,-0.9127050073034639,4.999999999990762,0.32013894855477504
2023-02-08,5,0.0136986301369863,153,0.25971672494256837,-0.8935468019828936,4.999999999559604,0.19951018234753784
2023-02-08,6,0.01643835616438356,139,0.26937521735580594,-0.8052396995247387,4.999999999999999,0.1675724201034448
2023-02-08,7,0.019178082191780823,128,0.19175238941458428,-0.20935287896872873,3.7550513797374094,0.013910584870215853
2023-02-08,8,0.021917808219178082,148,0.2560844136695592,-0.79049603244164,4.999999999999999,0.15714608737657976
2023-02-08,9,0.024657534246575342,556,0.21743723138042859,-0.3307209130741409,4.999999999999999,0.06861947695008654
2023-02-08,13,0.03561643835616438,116,0.1665686258132006,-0.2936641807538295,3.4879571001911094,0.011256904045597604
2023-02-08,14,0.038356164383561646,117,0.1674550674409924,-0.3859717695086564,3.5257794399239417,0.010029618652726951
2023-02-08,15,0.0410958904109589,122,0.17791643038123017,-0.5887654800219072,4.999999999999999,0.06453295356510268
2023-02-08,16,0.043835616438356165,190,0.14789313738401633,-0.42846269538445036,4.6363519878254325,0.02474694793431856
2023-02-08,19,0.052054794520547946,120,0.16223918707624715,-0.4183197953684337,3.0359064534012514,0.007417086803945778
2023-02-08,20,0.0547945205479452,273,0.1600248685573052,-0.46429424450500245,2.901115313883551,0.010512386768964502
2023-02-08,21,0.057534246575342465,100,0.16873627724296986,-0.47611819266556255,2.469718299150266,0.009559150257142249
2023-02-08,22,0.06027397260273973,98,0.16813976874296632,-0.41471539115367245,2.6126955133736214,0.011590476716869785
2023-02-08,23,0.06301369863013699,169,0.16505990102116147,-0.5152153179469119,2.8989670222179647,0.008830754368933552
2023-02-08,26,0.07123287671232877,119,0.16269489452725466,-0.47068280637853444,2.4773033053294435,0.005754479490122093
2023-02-08,27,0.07397260273972603,60,0.16204623741058366,-0.4794806470719714,2.6258004708608316,0.0073177292584430545
2023-02-08,28,0.07671232876712329,54,0.1642670554887885,-0.5287876488152549,2.604934253049854,0.005790168128604074
2023-02-08,29,0.07945205479452055,61,0.16800403895951332,-0.489890514137421,2.3369615127179597,0.009761502927498998
2023-02-08,30,0.0821917808219178,145,0.1692016770481266,-0.5076874974168203,2.461527415939505,0.0053938723380658315
2023-02-08,33,0.09041095890410959,90,0.16692598740675976,-0.5249194459262931,2.270319873323457,0.003587461457941284
2023-02-08,37,0.10136986301369863,649,0.16493210400458344,-0.4288467048213495,2.500745952178395,0.019469979876600717
2023-02-08,44,0.12054794520547946,92,0.182387651964827,-0.610120527781357,2.0577224103600242,0.0034606799917369624
2023-02-08,51,0.13972602739726028,360,0.1771304557714814,-0.591188521027395,2.0502354534876157,0.008360882381488573
2023-02-08,72,0.19726027397260273,579,0.17092845073989624,-0.6235359170701475,2.0223866407969076,0.010015030826316468
2023-02-08,79,0.21643835616438356,291,0.1670030900878896,-0.594852607062756,2.065677377660041,0.010769181371233165
2023-02-08,100,0.273972602739726,521,0.17734438019066912,-0.646145571329989,1.5898758570604157,0.007264331691701399
2023-02-08,112,0.30684931506849317,162,0.17825240678708806,-0.698217038515849,1.3871403305358248,0.005639364688163331
2023-02-08,128,0.3506849315068493,485,0.17704110402930145,-0.6818918371982652,1.4684478539694792,0.008785217011634804
2023-02-08,142,0.38904109589041097,322,0.17815574368229778,-0.6939151153917144,1.3926994036905347,0.008477084963103666
2023-02-08,163,0.4465753424657534,208,0.1769773416329837,-0.707698339467709,1.4095553189842047,0.013368153815705991
2023-02-08,173,0.473972602739726,127,0.17322625278108197,-0.65158107904979,1.437087165318506,0.00785033530943554
2023-02-08,191,0.5232876712328767,126,0.17655048893871952,-0.712396156895861,1.2860334148756425,0.006177573021181614
2023-02-09,1,0.0027397260273972603,90,0.27678848772140136,0.9989999999999999,4.999999999999999,0.17861716600877284
2023-02-09,4,0.010958904109589041,76,0.13164690026178213,0.33725764245982465,4.999999999999999,0.04138026053939667
2023-02-09,5,0.0136986301369863,99,0.19881325300399727,-0.054684447085379076,4.999999999999999,0.03659696605669178
2023-02-09,6,0.01643835616438356,95,0.20424060123104784,-0.06246992139498589,3.5203312046859803,0.02571023365341131
2023-02-09,7,0.019178082191780823,113,0.20077087729841162,-0.11560439860484706,4.0841242970327025,0.02879504392483501
2023-02-09,8,0.021917808219178082,397,0.18796970315745223,0.06281775622721522,4.999999999999999,0.06574388724645618
2023-02-09,12,0.03287671232876712,102,0.17533120493780358,-0.202850050825252,3.2745674439244565,0.01848988027110664
2023-02-09,13,0.03561643835616438,103,0.18237171017106737,-0.25000636486318856,2.3848690737554845,0.013691443478937552
2023-02-09,14,0.038356164383561646,101,0.1796619851960402,-0.2658087085306787,2.96778834183743,0.018128712969789438
2023-02-09,15,0.0410958904109589,144,0.18013530715613693,-0.29184703404117773,2.5244373190046683,0.018257181023162122
2023-02-09,18,0.049315068493150684,109,0.17186119450785914,-0.3080057154075252,2.4265739280938403,0.0124766197288856
2023-02-09,19,0.052054794520547946,180,0.16654233932077905,-0.30151704144113206,2.3212259969854796,0.018470966181722216
2023-02-09,20,0.0547945205479452,91,0.17595515781131374,-0.39655468439322855,2.050733320869525,0.01281356483001591
2023-02-09,21,0.057534246575342465,88,0.17373041955666813,-0.37618247056180654,2.5513127984166877,0.011309421865463841
2023-02-09,22,0.06027397260273973,146,0.177665036572454,-0.41981273331411645,1.764894115358914,0.016251534433470136
2023-02-09,25,0.0684931506849315,109,0.16953515807908948,-0.39870928813887163,2.1360925685665566,0.009994149476025577
2023-02-09,26,0.07123287671232877,74,0.16921760776934602,-0.3788550580692176,2.2506024657161374,0.010778387861684786
2023-02-09,27,0.07397260273972603,47,0.17423831218868083,-0.40068545643924597,1.7453165887881275,0.010218380282230752
2023-02-09,28,0.07671232876712329,54,0.17513274632664264,-0.4005113376441248,1.9468481032987135,0.010967232878516421
2023-02-09,29,0.07945205479452055,135,0.17722451600402353,-0.4589116307551333,1.981819910984545,0.010327202264579166
2023-02-09,32,0.08767123287671233,94,0.17386156807370812,-0.4720626145132013,1.880321675631942,0.008650181073082281
2023-02-09,36,0.09863013698630137,577,0.1652176183497926,-0.3219611895484164,2.3275253254119983,0.025818762494076053
2023-02-09,43,0.1178082191780822,90,0.19067253414919338,-0.5970021954185869,1.5943419483323578,0.0090819782239581
2023-02-09,50,0.136986301369863,340,0.18405080256860817,-0.5185712607953562,1.650228681033521,0.015037565297112355
2023-02-09,64,0.17534246575342466,74,0.1869592043529384,-0.6506324520826227,1.50002806770505,0.005084696716339164
2023-02-09,71,0.19452054794520549,558,0.18019712858048714,-0.5818909682038954,1.6999440095627607,0.010470489078634427
2023-02-09,78,0.2136986301369863,284,0.18329446672027813,-0.6752762704561558,1.575261714743842,0.004958712369958168
2023-02-09,99,0.27123287671232876,508,0.1817482184287295,-0.6140097201510646,1.4427333673738372,0.009817357686222595
2023-02-09,111,0.3041095890410959,166,0.1651242468542025,-0.5915424209651036,1.9385182443799795,0.017953081524088817
2023-02-09,127,0.34794520547945207,482,0.18173344756437018,-0.6726619823594374,1.3836247659921017,0.010941077154814996
2023-02-09,141,0.3863013698630137,322,0.16383026561829928,-0.5535166969393495,1.8101193333824925,0.020563317922924262
2023-02-09,162,0.4438356164383562,202,0.18388517170450866,-0.7112549043348283,1.2327164131973591,0.004801456565514725
2023-02-09,172,0.4712328767123288,127,0.17050392021486424,-0.6114600057039596,1.6300821584631497,0.015783201900320197
2023-02-09,190,0.5205479452054794,122,0.1813843194397221,-0.7114736329968492,1.1820907474505369,0.007953089926062048
2023-02-10,3,0.00821917808219178,152,0.2805485881185425,-0.8931402418126219,4.999999999991318,0.2612319646360091
2023-02-10,4,0.010958904109589041,132,0.29688916415466315,-0.8112137430712418,4.999999999999999,0.23915718869887936
2023-02-10,5,0.0136986301369863,101,0.20322902989864466,-0.19539559536927564,4.546997653394879,0.023929992019952297
2023-02-10,6,0.01643835616438356,147,0.2785351102660007,-0.8013377813313363,4.999999999999999,0.17583814512901855
2023-02-10,7,0.019178082191780823,574,0.24360797123289332,-0.19390649998932966,4.999999999999999,0.10212499669663387
2023-02-10,11,0.030136986301369864,108,0.17361020812999248,-0.21521510890122025,3.4291764518616343,0.018795650355675007
2023-02-10,12,0.03287671232876712,108,0.18165400750251695,-0.3336996321310726,2.7378062251081574,0.011465915722824868
2023-02-10,13,0.03561643835616438,122,0.18682122899548695,-0.5883162136156563,4.999999999999999,0.07501625923441647
2023-02-10,14,0.038356164383561646,188,0.16534879552081722,-0.41447526809901425,4.037714522075127,0.021436042985814738
2023-02-10,17,0.04657534246575343,115,0.1722508277106701,-0.36430459591175446,2.5523980262698385,0.010584442763292345
2023-02-10,18,0.049315068493150684,220,0.1687819120893414,-0.34392478331349474,2.3471727623029364,0.01724201461370564
2023-02-10,19,0.052054794520547946,95,0.175613716511077,-0.459613996821715,2.3138596168150274,0.007675666239872436
2023-02-10,20,0.0547945205479452,98,0.17330744651106644,-0.40157992112330476,2.699349238494408,0.009593291801922664
2023-02-10,21,0.057534246575342465,162,0.17641901183720854,-0.49854780297685003,2.345599043314106,0.00868860170921779
2023-02-10,24,0.06575342465753424,114,0.1703076157624232,-0.4375521307351472,2.170180839609209,0.008311553957765993
2023-02-10,25,0.0684931506849315,80,0.1723510832242524,-0.39368037327017064,2.2262845038650116,0.00988056780683513
2023-02-10,26,0.07123287671232877,53,0.17612937208562618,-0.47560422327053026,2.042879303856055,0.007373044706532258
2023-02-10,27,0.07397260273972603,63,0.17292226337460545,-0.495817502178781,2.5350873317741067,0.008556884808271065
2023-02-10,28,0.07671232876712329,142,0.17910134776107078,-0.5016700841702064,2.141028219023301,0.00880543634655816
2023-02-10,31,0.08493150684931507,99,0.17667513373255217,-0.486196316173827,1.7736709724519568,0.010181302516399197
2023-02-10,35,0.0958904109589041,649,0.16948124325820468,-0.3798551918601123,2.441076697401799,0.020961279120994183
2023-02-10,38,0.10410958904109589,58,0.18281313160708446,-0.533452276896372,1.753300191925576,0.008401912801871777
2023-02-10,42,0.11506849315068493,96,0.19002195164671923,-0.6056716122193297,1.9574006276511873,0.004213492206915319
2023-02-10,49,0.13424657534246576,362,0.18206450537034827,-0.5755711457891103,2.00118620648124,0.007746837036880354
2023-02-10,63,0.1726027397260274,78,0.18075587667005152,-0.6243364891233509,2.0302879367088074,0.009162215665586759
2023-02-10,70,0.1917808219178082,584,0.17077177795918666,-0.6287854835736569,2.209730569330592,0.017142999351439352
2023-02-10,77,0.21095890410958903,291,0.1675580918391128,-0.5683456722916668,2.1877828599232614,0.017514417460861076
2023-02-10,98,0.2684931506849315,526,0.1805858837284759,-0.6514294490148062,1.6644452728887684,0.007965585293285579
2023-02-10,110,0.3013698630136986,166,0.1775555489164528,-0.6511240310065803,1.5918893535327188,0.010865204539771947
2023-02-10,126,0.3452054794520548,483,0.18269949607037161,-0.6814228584147874,1.4574738415526298,0.007924099575665049
2023-02-10,140,0.3835616438356164,322,0.171172859876657,-0.585061002545979,1.6551969154181492,0.013896003367661157
2023-02-10,161,0.4410958904109589,207,0.17655487432568084,-0.6781331005318286,1.509057792967217,0.014258163739266872
2023-02-10,171,0.4684931506849315,127,0.17473885310472376,-0.622525342656318,1.528898518974809,0.011861086252864842
2023-02-10,189,0.5178082191780822,128,0.16508615339770036,-0.6645043116821387,1.5095978187961305,0.020726781896497282
2023-02-13,1,0.0027397260273972603,72,0.34898898168682574,0.9989999999838309,4.999999999999148,0.1270656333280847
2023-02-13,2,0.005479452054794521,70,0.26909050473096136,0.3287414435686037,4.999999999999999,0.0437009816324341
2023-02-13,3,0.00821917808219178,86,0.24714618528679488,0.1871226045859493,4.999999999999999,0.04820350735396594
2023-02-13,4,0.010958904109589041,342,0.2727618972741489,0.8711814889678479,4.999999999999999,0.14906236468724485
2023-02-13,8,0.021917808219178082,85,0.16818247984666748,-0.023309623432154175,4.1652922655343945,0.022116567664431826
2023-02-13,9,0.024657534246575342,84,0.17866755919315305,-0.014032307437227503,2.731684578894654,0.01691170559751946
2023-02-13,10,0.0273972602739726,97,0.17521826108022515,-0.07451092494784387,3.4643989845003986,0.018976713188631592
2023-02-13,11,0.030136986301369864,117,0.17405360564197517,-0.1506069282519807,3.093268767557521,0.02012780489630431
2023-02-13,14,0.038356164383561646,98,0.1660693909264316,-0.11820343487692683,2.498943594603162,0.013698985088789545
